Symbol,Name,Sector,Industry,Exchange,,,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,NASDAQ
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
QTNA,"Quantenna Communications, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
QTRX,Quanterix Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,,,,,,,
QTRH,Quarterhill Inc.,Miscellaneous,Multi-Sector Companies,NASDAQ,,,,,,,
QRHC,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services,NASDAQ,,,,,,,
QUIK,QuickLogic Corporation,Technology,Semiconductors,NASDAQ,,,,,,,
QDEL,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,,,,,,,
QNST,"QuinStreet, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
QTNT,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,,,,,,,
QRTEA,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
QRTEB,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
QTT,Qutoutiao Inc.,n/a,n/a,NASDAQ,,,,,,,
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,NASDAQ,,,,,,,
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services,NASDAQ,,,,,,,
RARX,"Ra Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RADA,RADA Electronic Industries Ltd.,Consumer Non-Durables,Electronic Components,NASDAQ,,,,,,,
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment,NASDAQ,,,,,,,
RSYS,RadiSys Corporation,Technology,Computer peripheral equipment,NASDAQ,,,,,,,
RDUS,"Radius Health, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RDNT,"RadNet, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
RDWR,Radware Ltd.,Miscellaneous,Business Services,NASDAQ,,,,,,,
METC,"Ramaco Resources, Inc.",Energy,Coal Mining,NASDAQ,,,,,,,
RMBS,"Rambus, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
RAND,Rand Capital Corporation,Consumer Non-Durables,Textiles,NASDAQ,,,,,,,
GOLD,Randgold Resources Limited,Basic Industries,Precious Metals,NASDAQ,,,,,,,
RNDB,"Randolph Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors,NASDAQ,,,,,,,
RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals,NASDAQ,,,,,,,
RBB,RBB Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
ROLL,RBC Bearings Incorporated,Capital Goods,Metal Fabrications,NASDAQ,,,,,,,
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
RCMT,"RCM Technologies, Inc.",Technology,Professional Services,NASDAQ,,,,,,,
RDI,Reading International Inc,Consumer Services,Movies/Entertainment,NASDAQ,,,,,,,
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment,NASDAQ,,,,,,,
RGSE,"Real Goods Solar, Inc.",Basic Industries,Engineering & Construction,NASDAQ,,,,,,,
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,n/a,n/a,NASDAQ,,,,,,,
BLCN,Reality Shares Nasdaq NextGen Economy ETF,n/a,n/a,NASDAQ,,,,,,,
RLM,Realm Therapeutics plc,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RNWK,"RealNetworks, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
RETA,"Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment,NASDAQ,,,,,,,
REPH,"Recro Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
RDVT,"Red Violet, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
RDFN,Redfin Corporation,Finance,Real Estate,NASDAQ,,,,,,,
RDHL,Redhill Biopharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
REIS,"Reis, Inc",Miscellaneous,Business Services,NASDAQ,,,,,,,
RBNC,"Reliant Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
RELV,"Reliv&#39; International, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ,,,,,,,
RRI,"Remora Royalties, Inc.",n/a,n/a,NASDAQ,,,,,,,
RNST,Renasant Corporation,Finance,Major Banks,NASDAQ,,,,,,,
REGI,"Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,NASDAQ,,,,,,,
ABAC,"Renmin Tianli Group, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services,NASDAQ,,,,,,,
RGEN,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
REPL,"Replimune Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
RBCAA,"Republic Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
FRBK,"Republic First Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
REFR,Research Frontiers Incorporated,Miscellaneous,Multi-Sector Companies,NASDAQ,,,,,,,
RSLS,ReShape Lifesciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
RESN,Resonant Inc.,Technology,Semiconductors,NASDAQ,,,,,,,
RECN,"Resources Connection, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
HAIR,"Restoration Robotics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
TORC,"resTORbio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
RETO,"ReTo Eco-Solutions, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
RTRX,"Retrophin, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RVNC,"Revance Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RVEN,"Reven Housing REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
RBIO,"rEVO Biologics, Inc.",n/a,n/a,NASDAQ,,,,,,,
RVLT,"Revolution Lighting Technologies, Inc.",Consumer Durables,Building Products,NASDAQ,,,,,,,
RWLK,ReWalk Robotics Ltd,Health Care,Industrial Specialties,NASDAQ,,,,,,,
RFIL,"RF Industries, Ltd.",Capital Goods,Electrical Products,NASDAQ,,,,,,,
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production,NASDAQ,,,,,,,
RYTM,"Rhythm Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RBBN,Ribbon Communications Inc. ,Technology,EDP Services,NASDAQ,,,,,,,
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,NASDAQ,,,,,,,
RIBTW,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,NASDAQ,,,,,,,
RELL,"Richardson Electronics, Ltd.",Consumer Non-Durables,Electronic Components,NASDAQ,,,,,,,
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ,,,,,,,
RMNI,"Rimini Street, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
RIOT,"Riot Blockchain, Inc",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,,,,,,,
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services,NASDAQ,,,,,,,
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions,NASDAQ,,,,,,,
RIVE,Riverview Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
RLJE,"RLJ Entertainment, Inc.",Consumer Services,Movies/Entertainment,NASDAQ,,,,,,,
RMGN,RMG Networks Holding Corporation,Miscellaneous,Business Services,NASDAQ,,,,,,,
RCKT,"Rocket Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ,,,,,,,
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ,,,,,,,
ROKU,"Roku, Inc.",Consumer Services,Television Services,NASDAQ,,,,,,,
ROSE,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ,,,,,,,
ROSEU,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ,,,,,,,
ROSEW,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ,,,,,,,
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,,,,,,,
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals,NASDAQ,,,,,,,
RTIX,"RTI Surgical, Inc.",Health Care,Industrial Specialties,NASDAQ,,,,,,,
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
RUBY,"Rubius Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
RMBL,"RumbleOn, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ,,,,,,,
RUSHB,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ,,,,,,,
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
RXII,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RXIIW,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,NASDAQ,,,,,,,
STBA,"S&T Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
SCAC,Saban Capital Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
SCACU,Saban Capital Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
SCACW,Saban Capital Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production,NASDAQ,,,,,,,
SFET,Safe-T Group Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting,NASDAQ,,,,,,,
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,,,,,,,
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting,NASDAQ,,,,,,,
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ,,,,,,,
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
SANM,Sanmina Corporation,Technology,Electrical Products,NASDAQ,,,,,,,
GCVRZ,Sanofi,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SBFG,"SB Financial Group, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SBBX,SB One Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ,,,,,,,
SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties,NASDAQ,,,,,,,
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
SCHL,Scholastic Corporation,Consumer Services,Books,NASDAQ,,,,,,,
SGMS,Scientific Games Corp,Technology,EDP Services,NASDAQ,,,,,,,
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks,NASDAQ,,,,,,,
STX,Seagate Technology PLC,Technology,Electronic Components,NASDAQ,,,,,,,
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,NASDAQ,,,,,,,
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,NASDAQ,,,,,,,
SHLD,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
SHLDW,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores,NASDAQ,,,,,,,
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services,NASDAQ,,,,,,,
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SIR,Select Income REIT,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SIC,"Select Interior Concepts, Inc.",Basic Industries,Homebuilding,NASDAQ,,,,,,,
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
LEDS,SemiLEDS Corporation,Technology,Semiconductors,NASDAQ,,,,,,,
SMTC,Semtech Corporation,Technology,Semiconductors,NASDAQ,,,,,,,
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ,,,,,,,
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ,,,,,,,
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ,,,,,,,
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
AIHS,Senmiao Technology Limited,Finance,Finance: Consumer Services,NASDAQ,,,,,,,
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,,,,,,,
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
STNL,Sentinel Energy Services Inc.,Finance,Business Services,NASDAQ,,,,,,,
STNLU,Sentinel Energy Services Inc.,Finance,Business Services,NASDAQ,,,,,,,
STNLW,Sentinel Energy Services Inc.,Finance,Business Services,NASDAQ,,,,,,,
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ,,,,,,,
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SESN,"Sesen Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SSC,"Seven Stars Cloud Group, Inc.",Consumer Services,Television Services,NASDAQ,,,,,,,
SVBI,Severn Bancorp Inc,Finance,Major Banks,NASDAQ,,,,,,,
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ,,,,,,,
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
SEII,Sharing Economy International Inc.,Technology,Industrial Machinery/Components,NASDAQ,,,,,,,
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,NASDAQ,,,,,,,
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
PIXY,"ShiftPixy, Inc.",Technology,Diversified Commercial Services,NASDAQ,,,,,,,
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,NASDAQ,,,,,,,
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,NASDAQ,,,,,,,
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
SHPG,Shire plc,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,,,,,,,
SHBI,Shore Bancshares Inc,Finance,Major Banks,NASDAQ,,,,,,,
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,NASDAQ,,,,,,,
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,NASDAQ,,,,,,,
BSRR,Sierra Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ,,,,,,,
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ,,,,,,,
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,NASDAQ,,,,,,,
SBNY,Signature Bank,Finance,Major Banks,NASDAQ,,,,,,,
SBNYW,Signature Bank,Finance,Major Banks,NASDAQ,,,,,,,
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,NASDAQ,,,,,,,
SILC,Silicom Ltd,Technology,Computer Communications Equipment,NASDAQ,,,,,,,
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,NASDAQ,,,,,,,
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,NASDAQ,,,,,,,
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
SFNC,Simmons First National Corporation,Finance,Major Banks,NASDAQ,,,,,,,
SLP,"Simulations Plus, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,NASDAQ,,,,,,,
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,NASDAQ,,,,,,,
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,NASDAQ,,,,,,,
SRVA,"SIRVA, Inc.",n/a,n/a,NASDAQ,,,,,,,
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,NASDAQ,,,,,,,
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,NASDAQ,,,,,,,
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ,,,,,,,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings,NASDAQ,,,,,,,
SLM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ,,,,,,,
SLMBP,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ,,,,,,,
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ,,,,,,,
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
SMTX,SMTC Corporation,Technology,Electrical Products,NASDAQ,,,,,,,
SRAX,"Social Reality, Inc.",Technology,Advertising,NASDAQ,,,,,,,
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,NASDAQ,,,,,,,
SODA,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances,NASDAQ,,,,,,,
SOHU,Sohu.com Limited ,Technology,EDP Services,NASDAQ,,,,,,,
SLRC,Solar Capital Ltd.,n/a,n/a,NASDAQ,,,,,,,
SUNS,Solar Senior Capital Ltd.,n/a,n/a,NASDAQ,,,,,,,
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
SLNOW,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SONC,Sonic Corp.,Consumer Services,Restaurants,NASDAQ,,,,,,,
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SNOAW,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ,,,,,,,
SPHS,"Sophiris Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ,,,,,,,
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,,,,,,,
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
SOHOK,Sotherly Hotels LP,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
